Statut CE,Statut FR,Appellation,Dénomination,Produit,Catégorie générale,Sous Catégorie,Couleur,Sucrosité,Mention,Code INAO,url site
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Touraine,Touraine Azay-le-Rideau,Touraine Azay-le-Rideau blanc,Vins,Vin tranquille,Blanc,Sec (usage),,1B237,http://www.inao.gouv.fr/produit/9052
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Touraine,Touraine Amboise,Touraine Amboise rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R236S,http://www.inao.gouv.fr/produit/9051
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Touraine,Touraine Amboise,Touraine Amboise rosé,Vins,Vin tranquille,Rosé,Sec (usage),,1S236,http://www.inao.gouv.fr/produit/9050
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Touraine,Touraine Amboise,Touraine Amboise blanc,Vins,Vin tranquille,Blanc,Sec (usage),,1B236,http://www.inao.gouv.fr/produit/9049
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Savennières Roche aux Moines,Savennières Roche aux Moines,Savennières Roche aux Moines moelleux ou doux,Vins,Vin tranquille,Blanc,Moelleux,,1B216L02,http://www.inao.gouv.fr/produit/9048
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Savennières Roche aux Moines,Savennières Roche aux Moines,Savennières Roche aux Moines,Vins,Vin tranquille,Blanc,Sec (usage),,1B216S02,http://www.inao.gouv.fr/produit/9046
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Maury,Maury,Maury rouge,Vins,Vin tranquille,Rouge,Sec,,1R180S,http://www.inao.gouv.fr/produit/9042
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Maury,Maury,Maury tuilé rancio,Vins,Vin doux naturel,Rancio,Doux,,1R180NTR,http://www.inao.gouv.fr/produit/9041
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Maury,Maury,Maury tuilé hors d'âge,Vins,Vin doux naturel,Tuilé,Doux,,1R180NTH,http://www.inao.gouv.fr/produit/9040
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Maury,Maury,Maury tuilé rancio hors d'âge,Vins,Vin doux naturel,Rancio,Doux,,1R180NTT,http://www.inao.gouv.fr/produit/9039
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Maury,Maury,Maury tuilé,Vins,Vin doux naturel,Tuilé,Doux,,1R180NT0,http://www.inao.gouv.fr/produit/9038
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Maury,Maury,Maury grenat,Vins,Vin doux naturel,Rouge,Doux,,1R180N,http://www.inao.gouv.fr/produit/9037
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Maury,Maury,Maury ambré rancio,Vins,Vin doux naturel,Rancio,Doux,,1B180NAR,http://www.inao.gouv.fr/produit/9036
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Maury,Maury,Maury ambré rancio hors d'âge,Vins,Vin doux naturel,Rancio,Doux,,1B180NAT,http://www.inao.gouv.fr/produit/9035
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Maury,Maury,Maury ambré hors d'age,Vins,Vin doux naturel,Blanc,Doux,,1B180NAH,http://www.inao.gouv.fr/produit/9034
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Maury,Maury,Maury ambré,Vins,Vin doux naturel,Blanc,Doux,,1B180NA0,http://www.inao.gouv.fr/produit/9033
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Jurançon,Jurançon,Jurançon vendanges tardives,Vins,Vin de vendanges tardives,Blanc,Doux,,1B135L01,http://www.inao.gouv.fr/produit/9032
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Jurançon,Jurançon,Jurançon sec,Vins,Vin tranquille,Blanc,Sec,,1B135S,http://www.inao.gouv.fr/produit/9031
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Jurançon,Jurançon,Jurançon,Vins,Vin de triees successives,Blanc,Doux,,1B135L,http://www.inao.gouv.fr/produit/9030
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Floc de Gascogne,Floc de Gascogne,Floc de Gascogne rosé,Vins,Vin de liqueur,Rosé,Doux,,1S610Z,http://www.inao.gouv.fr/produit/9021
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Floc de Gascogne,Floc de Gascogne,Floc de Gascogne blanc,Vins,Vin de liqueur,Blanc,Doux,,1B610Z,http://www.inao.gouv.fr/produit/9020
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon,Coteaux du Layon Sélection de grains nobles,Vins,Vin de sélection de grains nobles,Blanc,Doux,,1B212L10,http://www.inao.gouv.fr/produit/9019
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon Saint-Lambert-du-Lattay ou Saint-Lambert,Coteaux du Layon Saint-Lambert-du-Lattay ou Saint-Lambert Sélection de grains nobles,Vins,Vin de sélection de grains nobles,Blanc,Doux,,1B212L17,http://www.inao.gouv.fr/produit/9018
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon Saint-Lambert-du-Lattay ou Saint-Lambert,Coteaux du Layon Saint-Lambert-du-Lattay ou Saint-Lambert,Vins,Vin de triees successives,Blanc,Doux,,1B212L07,http://www.inao.gouv.fr/produit/9017
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon Saint-Aubin-de-Luigné ou Saint-Aubin,Coteaux du Layon Saint-Aubin-de-Luigné ou Saint-Aubin Sélection de grains nobles,Vins,Vin de sélection de grains nobles,Blanc,Doux,,1B212L16,http://www.inao.gouv.fr/produit/9016
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon Saint-Aubin-de-Luigné ou Saint-Aubin,Coteaux du Layon Saint-Aubin-de-Luigné ou Saint-Aubin,Vins,Vin de triees successives,Blanc,Doux,,1B212L06,http://www.inao.gouv.fr/produit/9015
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon Rochefort-sur-Loire ou Rochefort,Coteaux du Layon Rochefort-sur-Loire ou Rochefort Sélection de grains nobles,Vins,Vin de sélection de grains nobles,Blanc,Doux,,1B212L15,http://www.inao.gouv.fr/produit/9014
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon Rochefort-sur-Loire ou Rochefort,Coteaux du Layon Rochefort-sur-Loire ou Rochefort,Vins,Vin de triees successives,Blanc,Doux,,1B212L05,http://www.inao.gouv.fr/produit/9013
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon Rablay-sur-Layon ou Rablay,Coteaux du Layon Rablay-sur-Layon ou Rablay Sélection de grains nobles,Vins,Vin de sélection de grains nobles,Blanc,Doux,,1B212L14,http://www.inao.gouv.fr/produit/9012
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon Rablay-sur-Layon ou Rablay,Coteaux du Layon Rablay-sur-Layon ou Rablay,Vins,Vin de triees successives,Blanc,Doux,,1B212L04,http://www.inao.gouv.fr/produit/9011
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon Faye-d'Anjou ou Faye,Coteaux du Layon Faye-d'Anjou ou Faye Sélection de grains nobles,Vins,Vin de sélection de grains nobles,Blanc,Moelleux,,1B212L13,http://www.inao.gouv.fr/produit/9010
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon Faye-d'Anjou ou Faye,Coteaux du Layon Faye-d'Anjou ou Faye,Vins,Vin de triees successives,Blanc,Doux,,1B212L03,http://www.inao.gouv.fr/produit/9009
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon premier cru Chaume,Coteaux du Layon premier cru Chaume,Vins,Vin de triees successives,Blanc,Doux,,1B212L02,http://www.inao.gouv.fr/produit/9008
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon Beaulieu-sur-Layon ou Beaulieu,Coteaux du Layon Beaulieu-sur-Layon ou Beaulieu Sélection de grains nobles,Vins,Vin de sélection de grains nobles,Blanc,Doux,,1B212L11,http://www.inao.gouv.fr/produit/9007
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Coteaux du Layon,Coteaux du Layon Beaulieu-sur-Layon ou Beaulieu,Coteaux du Layon Beaulieu-sur-Layon ou Beaulieu,Vins,Vin de triees successives,Blanc,Doux,,1B212L01,http://www.inao.gouv.fr/produit/9006
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Banyuls,Banyuls,Banyuls traditionnel rancio hors d'âge,Vins,Vin doux naturel,Rouge,Doux,,1R175NTT,http://www.inao.gouv.fr/produit/9002
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Banyuls,Banyuls,Banyuls traditionnel rancio,Vins,Vin doux naturel,Rancio,Doux,,1R175NTR,http://www.inao.gouv.fr/produit/9001
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Banyuls,Banyuls,Banyuls traditionnel hors âge,Vins,Vin doux naturel,Rancio,Doux,,1R175NTH,http://www.inao.gouv.fr/produit/9000
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Banyuls,Banyuls,Banyuls traditionnel,Vins,Vin doux naturel,Rouge,Doux,,1R175NT0,http://www.inao.gouv.fr/produit/8999
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Banyuls,Banyuls,Banyuls rosé,Vins,Vin doux naturel,Rosé,Doux,,1S175L,http://www.inao.gouv.fr/produit/8998
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Banyuls,Banyuls,Banyuls rimage,Vins,Vin doux naturel,Rouge,Doux,,1R175L,http://www.inao.gouv.fr/produit/8997
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Banyuls,Banyuls,Banyuls ambré hors âge rancio,Vins,Vin doux naturel,Blanc,Doux,,1B175NHR,http://www.inao.gouv.fr/produit/8996
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Banyuls,Banyuls,Banyuls ambré rancio,Vins,Vin doux naturel,Blanc,Doux,,1B175NAR,http://www.inao.gouv.fr/produit/8995
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Banyuls,Banyuls,Banyuls ambré hors d'âge,Vins,Vin doux naturel,Blanc,Doux,,1B175NAH,http://www.inao.gouv.fr/produit/8994
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Banyuls,Banyuls,Banyuls ambré,Vins,Vin doux naturel,Blanc,Doux,,1B175NA0,http://www.inao.gouv.fr/produit/8993
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chablis Grand Cru,Chablis Grand Cru Vaudésir,Chablis Grand Cru Vaudésir,Vins,Vin tranquille,Blanc,Sec (usage),Grand cru,1B331,http://www.inao.gouv.fr/produit/8952
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chablis Grand Cru,Chablis Grand Cru Valmur,Chablis Grand Cru Valmur,Vins,Vin tranquille,Blanc,Sec (usage),Grand cru,1B330,http://www.inao.gouv.fr/produit/8951
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chablis Grand Cru,Chablis Grand Cru Preuses,Chablis Grand Cru Preuses,Vins,Vin tranquille,Blanc,Sec (usage),Grand cru,1B329,http://www.inao.gouv.fr/produit/8950
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chablis Grand Cru,Chablis Grand Cru Les Clos,Chablis Grand Cru Les Clos,Vins,Vin tranquille,Blanc,Sec (usage),Grand cru,1B328,http://www.inao.gouv.fr/produit/8949
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chablis Grand Cru,Chablis Grand Cru Grenouilles,Chablis Grand Cru Grenouilles,Vins,Vin tranquille,Blanc,Sec (usage),Grand cru,1B327,http://www.inao.gouv.fr/produit/8948
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chablis Grand Cru,Chablis Grand Cru Bougros,Chablis Grand Cru Bougros,Vins,Vin tranquille,Blanc,Sec (usage),Grand cru,1B299,http://www.inao.gouv.fr/produit/8947
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chablis Grand Cru,Chablis Grand Cru Blanchot,Chablis Grand Cru Blanchot,Vins,Vin tranquille,Blanc,Sec (usage),Grand cru,1B298,http://www.inao.gouv.fr/produit/8945
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Jasnières,Jasnières,Jasnières,Vins,Vin tranquille,Blanc,,,1B224,http://www.inao.gouv.fr/produit/8944
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Côtes de Blaye,Côtes de Blaye,Côtes de Blaye,Vins,Vin tranquille,Blanc,Sec,,1B114S,http://www.inao.gouv.fr/produit/8943
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Tavel,Tavel,Tavel,Vins,Vin tranquille,Rosé,Sec (usage),,1S537S,http://www.inao.gouv.fr/produit/8942
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Muscadet,Muscadet,Muscadet primeur,Vins,Vin primeur,Blanc,Sec,,1B228 02,http://www.inao.gouv.fr/produit/8941
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Muscadet,Muscadet,Muscadet sur lie,Vins,Vin sur lie,Blanc,Sec,,1B228 01,http://www.inao.gouv.fr/produit/8940
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Gros Plant du Pays Nantais,Gros Plant du Pays Nantais,Gros Plant du Pays nantais sur lie,Vins,Vin sur lie,Blanc,Sec (usage),,1B708 01,http://www.inao.gouv.fr/produit/8939
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Gros Plant du Pays Nantais,Gros Plant du Pays Nantais,Gros Plant du Pays nantais,Vins,Vin tranquille,Blanc,Sec (usage),,1B708,http://www.inao.gouv.fr/produit/8938
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Châteauneuf-du-Pape,Châteauneuf-du-Pape,Châteauneuf-du-Pape rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R532S,http://www.inao.gouv.fr/produit/8937
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Châteauneuf-du-Pape,Châteauneuf-du-Pape,Châteauneuf-du-Pape blanc,Vins,Vin tranquille,Blanc,Sec (usage),,1B532S,http://www.inao.gouv.fr/produit/8936
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Les Baux de Provence,Les Baux de Provence,Les Baux de Provence rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R591S,http://www.inao.gouv.fr/produit/8934
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Anjou Villages,Anjou Villages,Anjou Villages,Vins,Vin tranquille,Rouge,Sec (usage),Villages,1R204S,http://www.inao.gouv.fr/produit/8933
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Rosé d'Anjou,Rosé d'Anjou,Rosé d'Anjou nouveau ou primeur,Vins,Vin primeur,Rosé,Doux,,1S200D03,http://www.inao.gouv.fr/produit/8932
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Rosé d'Anjou,Rosé d'Anjou,Rosé d'Anjou,Vins,Vin tranquille,Rosé,Doux,,1S200D,http://www.inao.gouv.fr/produit/8931
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Cabernet d'Anjou,Cabernet d'Anjou,Cabernet d'Anjou,Vins,Vin tranquille,Rosé,,,1S201D,http://www.inao.gouv.fr/produit/8929
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Anjou,Anjou,Anjou rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R200S,http://www.inao.gouv.fr/produit/8928
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Anjou,Anjou,Anjou mousseux rosé,Vins,Vin mousseux,Rosé,,,1S200M 1,http://www.inao.gouv.fr/produit/8927
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Anjou,Anjou,Anjou mousseux blanc,Vins,Vin mousseux,Blanc,,,1B200M 1,http://www.inao.gouv.fr/produit/8926
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Anjou,Anjou,Anjou gamay nouveau ou primeur,Vins,Vin primeur,Rouge,Sec (usage),,1R203S01,http://www.inao.gouv.fr/produit/8925
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Anjou,Anjou,Anjou gamay,Vins,Vin tranquille,Rouge,Sec (usage),,1R203S,http://www.inao.gouv.fr/produit/8924
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Anjou,Anjou,Anjou blanc,Vins,Vin tranquille,Blanc,,,1B200,http://www.inao.gouv.fr/produit/8923
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chinon,Chinon,Chinon rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R222S,http://www.inao.gouv.fr/produit/8922
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chinon,Chinon,Chinon rosé,Vins,Vin tranquille,Rosé,Sec (usage),,1S222S,http://www.inao.gouv.fr/produit/8921
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Chinon,Chinon,Chinon blanc,Vins,Vin tranquille,Blanc,Sec (usage),,1B222S,http://www.inao.gouv.fr/produit/8920
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix ou Ladoix Côte de Beaune,Ladoix rouge ou Ladoix Côte de Beaune,Vins,Vin tranquille,Rouge,Sec (usage),,1R380,http://www.inao.gouv.fr/produit/8918
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru,Ladoix premier cru rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R381,http://www.inao.gouv.fr/produit/8917
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru Les Joyeuses,Ladoix premier cru Les Joyeuses rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R381 07,http://www.inao.gouv.fr/produit/8916
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru Les Grêchons et Foutrières,Ladoix premier cru Les Grêchons et Foutrières blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B381 11,http://www.inao.gouv.fr/produit/8913
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru Les Buis,Ladoix premier cru Les Buis rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R381 10,http://www.inao.gouv.fr/produit/8912
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru Le Rognet et Corton,Ladoix premier cru Le Rognet et Corton blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B381 09,http://www.inao.gouv.fr/produit/8909
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru Le Clou d'Orge,Ladoix premier cru Le Clou d'Orge rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R381 06,http://www.inao.gouv.fr/produit/8908
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru Le Clou d'Orge,Ladoix premier cru Le Clou d'Orge blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B381 06,http://www.inao.gouv.fr/produit/8907
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru La Micaude,Ladoix premier cru La Micaude rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R381 05,http://www.inao.gouv.fr/produit/8906
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru La Micaude,Ladoix premier cru La Micaude blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B381 05,http://www.inao.gouv.fr/produit/8905
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru La Corvée,Ladoix premier cru La Corvée rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R381 04,http://www.inao.gouv.fr/produit/8904
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru La Corvée,Ladoix premier cru La Corvée blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B381 04,http://www.inao.gouv.fr/produit/8903
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru Hautes Mourottes,Ladoix premier cru Hautes Mourottes rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R381 03,http://www.inao.gouv.fr/produit/8902
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru Hautes Mourottes,Ladoix premier cru Hautes Mourottes blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B381 03,http://www.inao.gouv.fr/produit/8901
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru En Naget,Ladoix premier cru En Naget blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B381 08,http://www.inao.gouv.fr/produit/8899
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru Bois Roussot,Ladoix premier cru Bois Roussot rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R381 02,http://www.inao.gouv.fr/produit/8898
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru,Ladoix premier cru blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B381,http://www.inao.gouv.fr/produit/8896
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru Basses Mourottes,Ladoix premier cru Basses Mourottes rouge,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R381 01,http://www.inao.gouv.fr/produit/8895
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ladoix,Ladoix premier cru Basses Mourottes,Ladoix premier cru Basses Mourottes blanc,Vins,Vin tranquille,Blanc,Sec (usage),Premier cru,1B381 01,http://www.inao.gouv.fr/produit/8894
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ventoux,Ventoux,Ventoux rouge,Vins,Vin tranquille,Rouge,Sec (usage),,1R534S,http://www.inao.gouv.fr/produit/8893
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ventoux,Ventoux,Ventoux rosé,Vins,Vin tranquille,Rosé,Sec (usage),,1S534S,http://www.inao.gouv.fr/produit/8892
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ventoux,Ventoux,Ventoux primeur ou nouveau rouge,Vins,Vin primeur,Rouge,Sec (usage),,1R534S01,http://www.inao.gouv.fr/produit/8891
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ventoux,Ventoux,Ventoux primeur ou nouveau rosé,Vins,Vin primeur,Rosé,Sec (usage),,1S534S01,http://www.inao.gouv.fr/produit/8890
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ventoux,Ventoux,Ventoux primeur ou nouveau blanc,Vins,Vin primeur,Blanc,Sec (usage),,1B534S01,http://www.inao.gouv.fr/produit/8889
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Ventoux,Ventoux,Ventoux blanc,Vins,Vin tranquille,Blanc,Sec (usage),,1B534S,http://www.inao.gouv.fr/produit/8888
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru Les Suchots,Vosne-Romanée premier cru Les Suchots,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 15,http://www.inao.gouv.fr/produit/8887
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru Les Rouges,Vosne-Romanée premier cru Les Rouges,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 14,http://www.inao.gouv.fr/produit/8886
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru Les Petis Monts,Vosne-Romanée premier cru Les Petis Monts,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 13,http://www.inao.gouv.fr/produit/8885
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru Les Gaudichots,Vosne-Romanée premier cru Les Gaudichots,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 12,http://www.inao.gouv.fr/produit/8884
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru Les Chaumes,Vosne-Romanée premier cru Les Chaumes,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 11,http://www.inao.gouv.fr/produit/8883
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru Les Beaux Monts,Vosne-Romanée premier cru Les Beaux Monts,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 10,http://www.inao.gouv.fr/produit/8882
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru La Croix Rameau,Vosne-Romanée premier cru La Croix Rameau,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 08,http://www.inao.gouv.fr/produit/8881
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru En Orveaux,Vosne-Romanée premier cru En Orveaux,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 07,http://www.inao.gouv.fr/produit/8880
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru Cros Parantoux,Vosne-Romanée premier cru Cros Parantoux,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 05,http://www.inao.gouv.fr/produit/8879
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru Clos des Réas,Vosne-Romanée premier cru Clos des Réas,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 06,http://www.inao.gouv.fr/produit/8878
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru Aux Raignots,Vosne-Romanée premier cru Aux Raignots,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 04,http://www.inao.gouv.fr/produit/8877
AOP - Appellation d'origine protégée,AOC - Appellation d'origine contrôlée,Vosne-Romanée,Vosne-Romanée premier cru Aux Malconsorts,Vosne-Romanée premier cru Aux Malconsorts,Vins,Vin tranquille,Rouge,Sec (usage),Premier cru,1R472 03,http://www.inao.gouv.fr/produit/8876
